27888.0,27596.0,27692.0,29382.0
29382.0,27888.0,27596.0,31373.0
31373.0,29382.0,27888.0,33272.0
33272.0,31373.0,29382.0,34133.0
34133.0,33272.0,31373.0,35232.0
35232.0,34133.0,33272.0,35401.0
35401.0,35232.0,34133.0,35331.0
35331.0,35401.0,35232.0,34582.0
34582.0,35331.0,35401.0,33767.0
33767.0,34582.0,35331.0,33026.0
33026.0,33767.0,34582.0,32620.0
32620.0,33026.0,33767.0,33741.0
33741.0,32620.0,33026.0,36510.0
36510.0,33741.0,32620.0,36783.0
36783.0,36510.0,33741.0,35482.0
35482.0,36783.0,36510.0,34305.0
34305.0,35482.0,36783.0,33277.0
33277.0,34305.0,35482.0,32068.0
32068.0,33277.0,34305.0,30824.0
30824.0,32068.0,33277.0,25013.0
25013.0,30824.0,32068.0,23917.0
23917.0,25013.0,30824.0,23327.0
23327.0,23917.0,25013.0,23286.0
23286.0,23327.0,23917.0,23723.0
23723.0,23286.0,23327.0,25444.0
25444.0,23723.0,23286.0,28235.0
28235.0,25444.0,23723.0,30483.0
30483.0,28235.0,25444.0,32825.0
32825.0,30483.0,28235.0,34090.0
34090.0,32825.0,30483.0,34870.0
34870.0,34090.0,32825.0,34921.0
34921.0,34870.0,34090.0,34480.0
34480.0,34921.0,34870.0,34041.0
34041.0,34480.0,34921.0,33711.0
33711.0,34041.0,34480.0,33567.0
33567.0,33711.0,34041.0,35062.0
35062.0,33567.0,33711.0,38368.0
38368.0,35062.0,33567.0,38925.0
38925.0,38368.0,35062.0,38324.0
38324.0,38925.0,38368.0,37760.0
37760.0,38324.0,38925.0,36344.0
36344.0,37760.0,38324.0,34074.0
34074.0,36344.0,37760.0,31552.0
31552.0,34074.0,36344.0,24873.0
24873.0,31552.0,34074.0,23807.0
23807.0,24873.0,31552.0,23270.0
23270.0,23807.0,24873.0,23182.0
23182.0,23270.0,23807.0,23591.0
23591.0,23182.0,23270.0,25004.0
25004.0,23591.0,23182.0,27692.0
27692.0,25004.0,23591.0,30187.0
30187.0,27692.0,25004.0,31570.0
31570.0,30187.0,27692.0,32641.0
32641.0,31570.0,30187.0,33356.0
33356.0,32641.0,31570.0,33516.0
33516.0,33356.0,32641.0,33184.0
33184.0,33516.0,33356.0,32967.0
32967.0,33184.0,33516.0,32664.0
32664.0,32967.0,33184.0,32507.0
32507.0,32664.0,32967.0,33292.0
33292.0,32507.0,32664.0,35472.0
35472.0,33292.0,32507.0,35260.0
35260.0,35472.0,33292.0,34383.0
34383.0,35260.0,35472.0,33535.0
33535.0,34383.0,35260.0,32112.0
32112.0,33535.0,34383.0,29762.0
29762.0,32112.0,33535.0,27167.0
27167.0,29762.0,32112.0,24956.0
24956.0,27167.0,29762.0,23915.0
23915.0,24956.0,27167.0,23379.0
23379.0,23915.0,24956.0,23376.0
23376.0,23379.0,23915.0,23819.0
23819.0,23376.0,23379.0,25369.0
25369.0,23819.0,23376.0,27828.0
27828.0,25369.0,23819.0,30245.0
30245.0,27828.0,25369.0,31463.0
31463.0,30245.0,27828.0,32527.0
32527.0,31463.0,30245.0,32898.0
32898.0,32527.0,31463.0,32591.0
32591.0,32898.0,32527.0,32150.0
32150.0,32591.0,32898.0,31907.0
31907.0,32150.0,32591.0,31588.0
31588.0,31907.0,32150.0,31692.0
31692.0,31588.0,31907.0,33127.0
33127.0,31692.0,31588.0,35224.0
35224.0,33127.0,31692.0,34985.0
34985.0,35224.0,33127.0,34200.0
34200.0,34985.0,35224.0,33441.0
33441.0,34200.0,34985.0,32023.0
32023.0,33441.0,34200.0,29750.0
29750.0,32023.0,33441.0,27063.0
27063.0,29750.0,32023.0,26485.0
26485.0,27063.0,29750.0,25445.0
25445.0,26485.0,27063.0,24969.0
24969.0,25445.0,26485.0,24913.0
24913.0,24969.0,25445.0,25133.0
25133.0,24913.0,24969.0,25739.0
25739.0,25133.0,24913.0,26697.0
26697.0,25739.0,25133.0,28055.0
28055.0,26697.0,25739.0,28786.0
28786.0,28055.0,26697.0,29321.0
29321.0,28786.0,28055.0,28838.0
28838.0,29321.0,28786.0,28138.0
28138.0,28838.0,29321.0,27898.0
27898.0,28138.0,28838.0,27402.0
27402.0,27898.0,28138.0,27085.0
27085.0,27402.0,27898.0,27297.0
27297.0,27085.0,27402.0,28878.0
28878.0,27297.0,27085.0,31914.0
31914.0,28878.0,27297.0,32324.0
